lambda_m ,Eph_J,a0v,a5v,f5v,g0v,g5v,k0v,k5v,m0v,m5v
4.4200000000000000E-07,4.4942144285972900E-19,6.7105814960469800E-02,5.8628460000000000E-02,4.8478520000000000E-02,4.2066980000000000E-02,4.0455250000000000E-02,2.9764160000000000E-02,2.4375040000000000E-02,1.8127000000000000E-02,1.7514410000000000E-02
4.4300000000000000E-07,4.4840694750338600E-19,6.7336541483900000E-02,6.0202840000000000E-02,4.8700650000000000E-02,4.2289360000000000E-02,4.0131460000000000E-02,2.9963960000000000E-02,2.4742470000000000E-02,1.7856280000000000E-02,1.7908100000000000E-02
4.4400000000000000E-07,4.4739702194594600E-19,6.6795868701123600E-02,5.8767270000000000E-02,4.8595050000000000E-02,4.2012290000000000E-02,4.0582580000000000E-02,3.0599870000000000E-02,2.5320850000000000E-02,1.9842440000000000E-02,1.8051950000000000E-02
4.4500000000000000E-07,4.4639163537977500E-19,6.6284718383045500E-02,5.8285090000000000E-02,4.7025590000000000E-02,4.1778970000000000E-02,3.9549370000000000E-02,3.0294150000000000E-02,2.5123060000000000E-02,1.8484110000000000E-02,1.6825010000000000E-02
4.4600000000000000E-07,4.4539075727354300E-19,6.6084953643688400E-02,5.9172740000000000E-02,4.6224470000000000E-02,4.2741410000000000E-02,3.8290600000000000E-02,2.9260840000000000E-02,2.4679590000000000E-02,1.9884720000000000E-02,2.3141810000000000E-02
4.4700000000000000E-07,4.4439435736912800E-19,6.5038004838205800E-02,5.7707940000000000E-02,4.7324190000000000E-02,4.3113270000000000E-02,4.0458890000000000E-02,3.1911520000000000E-02,2.8541440000000000E-02,2.3614510000000000E-02,2.2481540000000000E-02
4.4800000000000000E-07,4.4340240567857100E-19,6.3945537992871500E-02,5.8591930000000000E-02,4.7681050000000000E-02,4.3412220000000000E-02,4.1339300000000000E-02,3.4283870000000000E-02,2.9947180000000000E-02,2.4252830000000000E-02,2.1477850000000000E-02
4.4900000000000000E-07,4.4241487248106900E-19,6.4287942920649000E-02,5.8493300000000000E-02,4.7637350000000000E-02,4.4429350000000000E-02,4.0869990000000000E-02,3.3201240000000000E-02,2.9105930000000000E-02,2.4862960000000000E-02,2.2923660000000000E-02
4.5000000000000000E-07,4.4143172832000000E-19,6.4301141435544700E-02,5.9804690000000000E-02,4.9210460000000000E-02,4.4772030000000000E-02,4.2605340000000000E-02,3.5409600000000000E-02,3.0871060000000000E-02,2.5284400000000000E-02,2.3943020000000000E-02
4.5100000000000000E-07,4.4045294400000000E-19,6.3723816156741200E-02,6.0611960000000000E-02,4.9079360000000000E-02,4.3197120000000000E-02,4.3405710000000000E-02,3.7249040000000000E-02,3.2695770000000000E-02,2.6480080000000000E-02,2.4261680000000000E-02
4.5200000000000000E-07,4.3947849058407100E-19,6.3066918291390700E-02,5.9596470000000000E-02,4.7189460000000000E-02,4.1895630000000000E-02,4.2245180000000000E-02,3.5015480000000000E-02,3.0554080000000000E-02,2.4501150000000000E-02,2.6182760000000000E-02
4.5300000000000000E-07,4.3850833939072800E-19,6.2868674878854600E-02,5.9282330000000000E-02,4.5765650000000000E-02,4.2249260000000000E-02,3.9593030000000000E-02,3.2552910000000000E-02,2.8089190000000000E-02,2.1943170000000000E-02,2.6945000000000000E-02
4.5400000000000000E-07,4.3754246199118900E-19,6.2568704671356300E-02,5.9391910000000000E-02,4.6461170000000000E-02,4.2763290000000000E-02,4.0786310000000000E-02,3.3631520000000000E-02,2.9350150000000000E-02,2.3713910000000000E-02,2.5929290000000000E-02
4.5500000000000000E-07,4.3658083020659300E-19,6.1348523042333900E-02,5.8073220000000000E-02,4.5976860000000000E-02,4.3762190000000000E-02,4.0618960000000000E-02,3.4994300000000000E-02,3.1821990000000000E-02,2.7159960000000000E-02,2.7765510000000000E-02
4.5600000000000000E-07,4.3562341610526300E-19,6.1276885382088900E-02,5.8186460000000000E-02,4.6508510000000000E-02,4.4126760000000000E-02,4.1364760000000000E-02,3.5929720000000000E-02,3.2272410000000000E-02,2.9091900000000000E-02,3.4745490000000000E-02
4.5700000000000000E-07,4.3467019200000000E-19,6.1480900403842000E-02,5.8924340000000000E-02,4.7659200000000000E-02,4.3299200000000000E-02,4.1724930000000000E-02,3.7508370000000000E-02,3.4138070000000000E-02,2.9072020000000000E-02,3.2199830000000000E-02
4.5800000000000000E-07,4.3372113044541500E-19,6.0700714248366000E-02,5.8047660000000000E-02,4.6355570000000000E-02,4.3084110000000000E-02,4.1255620000000000E-02,3.6309230000000000E-02,3.3043090000000000E-02,2.9041300000000000E-02,2.9292540000000000E-02
4.5900000000000000E-07,4.3277620423529400E-19,6.0308004500978500E-02,5.9764500000000000E-02,4.5751090000000000E-02,4.3404920000000000E-02,4.0564390000000000E-02,3.5445390000000000E-02,3.2979110000000000E-02,2.9069490000000000E-02,2.6182760000000000E-02
4.6000000000000000E-07,4.3183538640000000E-19,6.0629011431980900E-02,5.9815640000000000E-02,4.6450240000000000E-02,4.3773130000000000E-02,4.0673530000000000E-02,3.5920960000000000E-02,3.3162280000000000E-02,2.9722630000000000E-02,2.8560890000000000E-02
4.6100000000000000E-07,4.3089865020390500E-19,6.0333217173489300E-02,6.0432970000000000E-02,4.6949120000000000E-02,4.3918960000000000E-02,4.1597600000000000E-02,3.6715760000000000E-02,3.4078110000000000E-02,3.1251560000000000E-02,3.0834140000000000E-02
4.6200000000000000E-07,4.2996596914285700E-19,5.9448973252647500E-02,5.8632120000000000E-02,4.7214950000000000E-02,4.3948130000000000E-02,4.1965040000000000E-02,3.7599680000000000E-02,3.5461190000000000E-02,3.0759260000000000E-02,2.9399250000000000E-02
4.6300000000000000E-07,4.2903731694168500E-19,5.8966555905172400E-02,5.7561830000000000E-02,4.7251360000000000E-02,4.3561680000000000E-02,4.1681270000000000E-02,3.7862670000000000E-02,3.5063410000000000E-02,3.1097580000000000E-02,2.8706570000000000E-02
4.6400000000000000E-07,4.2811266755172400E-19,5.8911100683871000E-02,5.8482350000000000E-02,4.6173500000000000E-02,4.3324720000000000E-02,4.0568030000000000E-02,3.5716410000000000E-02,3.3716170000000000E-02,2.9671310000000000E-02,3.0322820000000000E-02
4.6500000000000000E-07,4.2719199514838700E-19,5.8778274115879800E-02,5.6864130000000000E-02,4.6384700000000000E-02,4.3153370000000000E-02,3.9945920000000000E-02,3.5531960000000000E-02,3.2551000000000000E-02,2.9346720000000000E-02,2.9325320000000000E-02
4.6600000000000000E-07,4.2627527412875500E-19,5.8333723092739400E-02,5.6875090000000000E-02,4.5641850000000000E-02,4.2642990000000000E-02,4.0120540000000000E-02,3.5732480000000000E-02,3.2950230000000000E-02,2.9608410000000000E-02,2.9229900000000000E-02
4.6700000000000000E-07,4.2536247910920800E-19,5.7865188572039300E-02,5.6279670000000000E-02,4.5528960000000000E-02,4.2996620000000000E-02,4.0105990000000000E-02,3.5431880000000000E-02,3.3427710000000000E-02,2.9296120000000000E-02,2.8072150000000000E-02
4.6800000000000000E-07,4.2445358492307700E-19,5.7716885051194500E-02,5.6736280000000000E-02,4.6752480000000000E-02,4.3153370000000000E-02,4.0284260000000000E-02,3.6212800000000000E-02,3.3656580000000000E-02,2.9570820000000000E-02,2.7775340000000000E-02
4.6900000000000000E-07,4.2354856661833700E-19,5.7340710538641700E-02,5.5947260000000000E-02,4.6330080000000000E-02,4.2606530000000000E-02,4.0775400000000000E-02,3.6360730000000000E-02,3.4034970000000000E-02,3.0138660000000000E-02,3.2792000000000000E-02
4.7000000000000000E-07,4.2264739945531900E-19,5.6939103238539900E-02,5.5611200000000000E-02,4.5051930000000000E-02,4.2792450000000000E-02,3.9603940000000000E-02,3.4966170000000000E-02,3.2391960000000000E-02,2.8953830000000000E-02,2.9481920000000000E-02
4.7100000000000000E-07,4.2175005890445900E-19,5.6538254060580400E-02,5.5085180000000000E-02,4.5070140000000000E-02,4.3685640000000000E-02,4.0120540000000000E-02,3.5027540000000000E-02,3.3103790000000000E-02,2.9442870000000000E-02,2.9437120000000000E-02
4.7200000000000000E-07,4.2085652064406800E-19,5.6157599723102900E-02,5.3324500000000000E-02,4.6555840000000000E-02,4.3835100000000000E-02,4.1346570000000000E-02,3.7449930000000000E-02,3.4093840000000000E-02,2.9857810000000000E-02,2.9580980000000000E-02
4.7300000000000000E-07,4.1996676055814000E-19,5.5741386367088600E-02,5.4668750000000000E-02,4.6676010000000000E-02,4.3703860000000000E-02,4.2030530000000000E-02,3.7157720000000000E-02,3.4204250000000000E-02,2.9023950000000000E-02,3.1571610000000000E-02
4.7400000000000000E-07,4.1908075473417700E-19,5.5394443289113500E-02,5.4193880000000000E-02,4.6512150000000000E-02,4.3645540000000000E-02,4.2019610000000000E-02,3.7274610000000000E-02,3.4253600000000000E-02,2.8582260000000000E-02,2.9498670000000000E-02
4.7500000000000000E-07,4.1819847946105300E-19,5.5125171796595900E-02,5.5077880000000000E-02,4.6461170000000000E-02,4.3539810000000000E-02,4.2692650000000000E-02,3.7921110000000000E-02,3.4435670000000000E-02,2.8024550000000000E-02,2.9942250000000000E-02
4.7600000000000000E-07,4.1731991122689100E-19,5.4728383020134200E-02,5.3835900000000000E-02,4.5204870000000000E-02,4.3747610000000000E-02,4.1099190000000000E-02,3.6650010000000000E-02,3.2923540000000000E-02,2.5083800000000000E-02,2.5167770000000000E-02
4.7700000000000000E-07,4.1644502671698100E-19,5.4307860238593500E-02,5.3130900000000000E-02,4.5685540000000000E-02,4.3962710000000000E-02,4.2234260000000000E-02,3.7409750000000000E-02,3.2246820000000000E-02,2.3154030000000000E-02,2.0996030000000000E-02
4.7800000000000000E-07,4.1557380281171500E-19,5.3890138748694400E-02,5.4533600000000000E-02,4.6828950000000000E-02,4.4039270000000000E-02,4.3063740000000000E-02,3.7559510000000000E-02,3.2648610000000000E-02,2.3297880000000000E-02,2.3888760000000000E-02
4.7900000000000000E-07,4.1470621658455100E-19,5.3451003868415600E-02,5.2926340000000000E-02,4.6974610000000000E-02,4.4137690000000000E-02,4.3394800000000000E-02,3.8136610000000000E-02,3.3139250000000000E-02,2.4780540000000000E-02,2.5554900000000000E-02
4.8000000000000000E-07,4.1384224530000000E-19,5.2877644543753900E-02,5.2561050000000000E-02,4.6563130000000000E-02,4.4535070000000000E-02,4.3372970000000000E-02,3.8560310000000000E-02,3.4825040000000000E-02,2.7058760000000000E-02,2.6044370000000000E-02
4.8100000000000000E-07,4.1298186641164200E-19,5.2158611124481300E-02,5.1205840000000000E-02,4.6752480000000000E-02,4.4728290000000000E-02,4.3282020000000000E-02,3.9367530000000000E-02,3.5007840000000000E-02,2.8348040000000000E-02,2.2004090000000000E-02
4.8200000000000000E-07,4.1212505756016600E-19,5.1141539227903100E-02,4.8689020000000000E-02,4.6668730000000000E-02,4.4411120000000000E-02,4.3671290000000000E-02,3.9228740000000000E-02,3.5390630000000000E-02,2.7448030000000000E-02,2.3879650000000000E-02
4.8300000000000000E-07,4.1127179657142900E-19,4.9366753049586800E-02,4.7359380000000000E-02,4.5048290000000000E-02,4.4181450000000000E-02,4.3587620000000000E-02,3.8089130000000000E-02,3.4030590000000000E-02,2.6478270000000000E-02,2.4565050000000000E-02
4.8400000000000000E-07,4.1042206145454500E-19,4.5782883764948400E-02,4.2870010000000000E-02,4.3642690000000000E-02,4.1345140000000000E-02,4.2412530000000000E-02,3.7811540000000000E-02,3.4413740000000000E-02,2.7202610000000000E-02,2.4877150000000000E-02
4.8500000000000000E-07,4.0957583040000000E-19,3.7532726551440300E-02,3.4284680000000000E-02,4.0179680000000000E-02,3.7488060000000000E-02,4.0702640000000000E-02,3.7654480000000000E-02,3.4489780000000000E-02,2.8612260000000000E-02,2.7258560000000000E-02
4.8600000000000000E-07,4.0873308177777800E-19,2.5084923408624000E-02,2.9794580000000000E-02,3.4499760000000000E-02,3.8198960000000000E-02,3.6591630000000000E-02,3.5439910000000000E-02,3.2814230000000000E-02,2.7972140000000000E-02,2.7627480000000000E-02
4.8700000000000000E-07,4.0789379413552400E-19,3.0327029159664300E-02,3.4704760000000000E-02,3.6596500000000000E-02,4.0353530000000000E-02,3.7137340000000000E-02,3.3736350000000000E-02,3.2242430000000000E-02,2.7242010000000000E-02,2.8911970000000000E-02
4.8800000000000000E-07,4.0705794619672100E-19,4.1398235616690700E-02,4.0988780000000000E-02,4.1949420000000000E-02,4.1053490000000000E-02,3.9629410000000000E-02,3.4860980000000000E-02,3.1385090000000000E-02,2.6508630000000000E-02,2.9326050000000000E-02
4.8900000000000000E-07,4.0622551685889600E-19,4.6298366384976500E-02,4.5134780000000000E-02,4.2972670000000000E-02,4.1680540000000000E-02,4.0447970000000000E-02,3.5655780000000000E-02,3.2809110000000000E-02,2.7193210000000000E-02,3.0937930000000000E-02
4.9000000000000000E-07,4.0539648519183700E-19,4.8244765865933200E-02,4.6610540000000000E-02,4.3606270000000000E-02,4.1192020000000000E-02,4.1441160000000000E-02,3.6540440000000000E-02,3.4142460000000000E-02,2.8839610000000000E-02,3.2981380000000000E-02
4.9100000000000000E-07,4.0457083043584500E-19,4.8857526619231600E-02,4.7556630000000000E-02,4.2768750000000000E-02,4.0393630000000000E-02,4.0593490000000000E-02,3.6520710000000000E-02,3.3397730000000000E-02,2.8252260000000000E-02,3.4462880000000000E-02
4.9200000000000000E-07,4.0374853200000000E-19,4.8552349673361700E-02,4.7180390000000000E-02,4.2339060000000000E-02,4.0739960000000000E-02,3.9120080000000000E-02,3.3948200000000000E-02,3.2216840000000000E-02,2.8972260000000000E-02,3.5633010000000000E-02
4.9300000000000000E-07,4.0292956946044600E-19,4.8697365198460900E-02,4.7801370000000000E-02,4.1956700000000000E-02,4.1363370000000000E-02,3.9396570000000000E-02,3.4171000000000000E-02,3.2783520000000000E-02,2.9828540000000000E-02,3.8585460000000000E-02
4.9400000000000000E-07,4.0211392255870400E-19,4.8865113441794700E-02,4.8860700000000000E-02,4.2262580000000000E-02,4.1418050000000000E-02,3.9920450000000000E-02,3.6132810000000000E-02,3.4564360000000000E-02,3.0089860000000000E-02,4.0617620000000000E-02
4.9500000000000000E-07,4.0130157120000000E-19,4.8639987732956800E-02,4.7815990000000000E-02,4.3096470000000000E-02,4.1126400000000000E-02,4.0204220000000000E-02,3.5837680000000000E-02,3.3469750000000000E-02,2.9171420000000000E-02,2.9152330000000000E-02
4.9600000000000000E-07,4.0049249545161300E-19,4.8229737451690800E-02,4.9313660000000000E-02,4.2947170000000000E-02,4.0772780000000000E-02,4.0327910000000000E-02,3.5274090000000000E-02,3.2338220000000000E-02,2.7229360000000000E-02,2.4304290000000000E-02
4.9700000000000000E-07,3.9968667554124700E-19,4.8204355391723600E-02,4.7341110000000000E-02,4.3427850000000000E-02,4.0495710000000000E-02,4.0058700000000000E-02,3.7256340000000000E-02,3.3236870000000000E-02,2.7847070000000000E-02,2.7858380000000000E-02
4.9800000000000000E-07,3.9888409185542200E-19,4.7865500064154000E-02,4.6362150000000000E-02,4.1985840000000000E-02,4.0346230000000000E-02,3.9196480000000000E-02,3.4606390000000000E-02,3.1966400000000000E-02,2.6649230000000000E-02,2.9135210000000000E-02
4.9900000000000000E-07,3.9808472493787600E-19,4.7551950430172100E-02,4.6873550000000000E-02,4.0955310000000000E-02,4.0233220000000000E-02,3.8945450000000000E-02,3.3946740000000000E-02,3.0988050000000000E-02,2.5537780000000000E-02,2.9963730000000000E-02
5.0000000000000000E-07,3.9728855548800000E-19,4.7189067396685900E-02,4.7257100000000000E-02,4.1242980000000000E-02,3.9613460000000000E-02,3.8610750000000000E-02,3.3859810000000000E-02,3.1006690000000000E-02,2.5395370000000000E-02,2.4321040000000000E-02
5.0100000000000000E-07,3.9649556435928100E-19,4.6883182797927500E-02,4.5763070000000000E-02,3.9385850000000000E-02,3.9890530000000000E-02,3.7959540000000000E-02,3.1603600000000000E-02,2.9786320000000000E-02,2.4091260000000000E-02,2.4674670000000000E-02
5.0200000000000000E-07,3.9570573255776900E-19,4.6187844647971300E-02,4.6102790000000000E-02,3.9287520000000000E-02,4.0331650000000000E-02,3.7621200000000000E-02,3.2525150000000000E-02,3.0074770000000000E-02,2.5037170000000000E-02,2.8886470000000000E-02
5.0300000000000000E-07,3.9491904124055700E-19,4.6437051730845600E-02,4.5226100000000000E-02,4.0456420000000000E-02,4.0021770000000000E-02,3.8574370000000000E-02,3.4513980000000000E-02,3.0752960000000000E-02,2.5128620000000000E-02,2.8989170000000000E-02
5.0400000000000000E-07,3.9413547171428600E-19,4.6045736488413500E-02,4.4400560000000000E-02,4.0383600000000000E-02,3.9908760000000000E-02,3.8385190000000000E-02,3.3673890000000000E-02,2.9103740000000000E-02,2.4666690000000000E-02,2.6250860000000000E-02
5.0500000000000000E-07,3.9335500543366300E-19,4.5886037335441800E-02,4.5215140000000000E-02,4.0296210000000000E-02,3.9518680000000000E-02,3.8388830000000000E-02,3.3527420000000000E-02,2.9429850000000000E-02,2.4793920000000000E-02,2.9014670000000000E-02
5.0600000000000000E-07,3.9257762400000000E-19,4.5561434969422000E-02,4.5291850000000000E-02,4.0773230000000000E-02,3.8621850000000000E-02,3.8639850000000000E-02,3.4114390000000000E-02,2.9870770000000000E-02,2.4156690000000000E-02,3.0448100000000000E-02
5.0700000000000000E-07,3.9180330915976300E-19,4.5467509862150500E-02,4.5156700000000000E-02,4.0361750000000000E-02,3.8691120000000000E-02,3.8290600000000000E-02,3.3885010000000000E-02,2.8860250000000000E-02,2.3184030000000000E-02,3.1631340000000000E-02
5.0800000000000000E-07,3.9103204280315000E-19,4.5217863202357600E-02,4.4637990000000000E-02,4.0339900000000000E-02,3.9405670000000000E-02,3.7861310000000000E-02,3.2483880000000000E-02,2.8331950000000000E-02,2.2714870000000000E-02,3.2188180000000000E-02
5.0900000000000000E-07,3.9026380696267200E-19,4.4981175228476200E-02,4.3998740000000000E-02,4.0478280000000000E-02,3.8760390000000000E-02,3.7904970000000000E-02,3.3619100000000000E-02,2.8930440000000000E-02,2.2842100000000000E-02,3.1204520000000000E-02
5.1000000000000000E-07,3.8949858381176500E-19,4.4613651060665400E-02,4.4203300000000000E-02,4.0223380000000000E-02,3.8432280000000000E-02,3.8090510000000000E-02,3.2958710000000000E-02,2.8199970000000000E-02,2.2420290000000000E-02,3.1629520000000000E-02
5.1100000000000000E-07,3.8873635566340500E-19,4.4466169375000000E-02,4.3151270000000000E-02,4.0842420000000000E-02,3.8330200000000000E-02,3.8414290000000000E-02,3.3785660000000000E-02,2.8033990000000000E-02,2.1838350000000000E-02,3.1336720000000000E-02
5.1200000000000000E-07,3.8797710496875000E-19,4.4216482947368400E-02,4.3735740000000000E-02,4.0168750000000000E-02,3.7597430000000000E-02,3.8163270000000000E-02,3.3357570000000000E-02,2.7699820000000000E-02,2.1761730000000000E-02,3.0363250000000000E-02
5.1300000000000000E-07,3.8722081431578900E-19,4.3884738957198400E-02,4.2522990000000000E-02,3.9746350000000000E-02,3.7251090000000000E-02,3.7533880000000000E-02,3.1992610000000000E-02,2.6820920000000000E-02,2.1655820000000000E-02,3.3922070000000000E-02
5.1400000000000000E-07,3.8646746642801600E-19,4.3565730908561500E-02,4.2607000000000000E-02,3.8905180000000000E-02,3.7619300000000000E-02,3.7992280000000000E-02,3.1578400000000000E-02,2.6737560000000000E-02,2.3266080000000000E-02,3.2975550000000000E-02
5.1500000000000000E-07,3.8571704416310700E-19,4.3323692199186200E-02,4.3352180000000000E-02,3.9382200000000000E-02,3.6758930000000000E-02,3.7562990000000000E-02,3.1916270000000000E-02,2.7297660000000000E-02,2.2397510000000000E-02,3.3888200000000000E-02
5.1600000000000000E-07,3.8496953051162800E-19,4.3034633064578500E-02,4.2278240000000000E-02,3.8337110000000000E-02,3.5019600000000000E-02,3.6686220000000000E-02,3.0426380000000000E-02,2.6019880000000000E-02,2.2133660000000000E-02,2.8803800000000000E-02
5.1700000000000000E-07,3.8422490859574500E-19,4.2018923593207300E-02,4.1620730000000000E-02,3.7543270000000000E-02,3.5313070000000000E-02,3.4116290000000000E-02,2.6266080000000000E-02,2.2349610000000000E-02,1.9302790000000000E-02,1.9873240000000000E-02
5.1800000000000000E-07,3.8348316166795400E-19,4.2247430791755000E-02,4.1828940000000000E-02,3.7390330000000000E-02,3.6474570000000000E-02,3.3808140000000000E-02,2.5189310000000000E-02,2.1702490000000000E-02,1.8968820000000000E-02,2.3303140000000000E-02
5.1900000000000000E-07,3.8274427310982700E-19,4.2027645203767800E-02,4.0817100000000000E-02,3.7015260000000000E-02,3.7163600000000000E-02,3.5331040000000000E-02,2.8452890000000000E-02,2.5194360000000000E-02,2.2028480000000000E-02,2.8776850000000000E-02
5.2000000000000000E-07,3.8200822643076900E-19,4.1874821237528800E-02,3.9984240000000000E-02,3.7525070000000000E-02,3.7684920000000000E-02,3.6628010000000000E-02,3.1231770000000000E-02,2.6210730000000000E-02,2.1910640000000000E-02,2.7461050000000000E-02
5.2100000000000000E-07,3.8127500526679500E-19,4.1869169743245800E-02,4.1105670000000000E-02,3.8169600000000000E-02,3.7608370000000000E-02,3.6926330000000000E-02,3.1185380000000000E-02,2.7378830000000000E-02,2.3078850000000000E-02,3.1555230000000000E-02
5.2200000000000000E-07,3.8054459337931000E-19,4.1603892249426200E-02,4.0506600000000000E-02,3.7987530000000000E-02,3.7232870000000000E-02,3.6802630000000000E-02,3.3362320000000000E-02,3.0485710000000000E-02,2.8303220000000000E-02,3.7441920000000000E-02
5.2300000000000000E-07,3.7981697465392000E-19,4.1063936255010500E-02,4.0513910000000000E-02,3.7601540000000000E-02,3.7710440000000000E-02,3.6613450000000000E-02,3.3632250000000000E-02,3.2052310000000000E-02,2.9466360000000000E-02,3.5347490000000000E-02
5.2400000000000000E-07,3.7909213309923700E-19,4.0958996618403500E-02,4.0557740000000000E-02,3.7980250000000000E-02,3.7921890000000000E-02,3.7344710000000000E-02,3.5410690000000000E-02,3.4134420000000000E-02,3.1369030000000000E-02,3.5784880000000000E-02
5.2500000000000000E-07,3.7837005284571400E-19,4.0961240935361200E-02,4.1080100000000000E-02,3.8235150000000000E-02,3.6718830000000000E-02,3.7795820000000000E-02,3.6286220000000000E-02,3.4384850000000000E-02,3.1107340000000000E-02,3.5824940000000000E-02
5.2600000000000000E-07,3.7765071814448700E-19,4.0576217080250400E-02,4.0130360000000000E-02,3.7375760000000000E-02,3.6077930000000000E-02,3.6070290000000000E-02,3.2696460000000000E-02,3.1123320000000000E-02,2.7553940000000000E-02,3.4834720000000000E-02
5.2700000000000000E-07,3.7693411336622400E-19,4.0147918632834700E-02,3.9001620000000000E-02,3.5545210000000000E-02,3.7076100000000000E-02,3.5013070000000000E-02,3.0131610000000000E-02,2.8669770000000000E-02,2.6738510000000000E-02,3.5487340000000000E-02
5.2800000000000000E-07,3.7622022300000000E-19,3.9962134984882800E-02,3.9786990000000000E-02,3.6782210000000000E-02,3.8173440000000000E-02,3.5999350000000000E-02,3.3682650000000000E-02,3.2135670000000000E-02,3.1209270000000000E-02,4.0737800000000000E-02
5.2900000000000000E-07,3.7550903165217400E-19,4.0062310550631700E-02,3.9871000000000000E-02,3.8074930000000000E-02,3.8242710000000000E-02,3.8075960000000000E-02,3.5917670000000000E-02,3.4675140000000000E-02,3.2162050000000000E-02,4.1091060000000000E-02
5.3000000000000000E-07,3.7480052404528300E-19,3.9883734133258000E-02,3.9761420000000000E-02,3.7707140000000000E-02,3.7943760000000000E-02,3.7552070000000000E-02,3.6319460000000000E-02,3.5441450000000000E-02,3.2536140000000000E-02,3.9878320000000000E-02
5.3100000000000000E-07,3.7409468501694900E-19,3.9521235667544200E-02,3.9454580000000000E-02,3.7936550000000000E-02,3.7371400000000000E-02,3.8432480000000000E-02,3.7709260000000000E-02,3.6768580000000000E-02,3.4515080000000000E-02,4.0439170000000000E-02
5.3200000000000000E-07,3.7339149951879700E-19,3.9041583454681900E-02,3.9074680000000000E-02,3.7353920000000000E-02,3.6857360000000000E-02,3.7675770000000000E-02,3.5819410000000000E-02,3.5309460000000000E-02,3.2569760000000000E-02,3.9135380000000000E-02
5.3300000000000000E-07,3.7269095261538500E-19,3.8944777797752800E-02,3.8661910000000000E-02,3.6428990000000000E-02,3.7210990000000000E-02,3.6188530000000000E-02,3.3955140000000000E-02,3.3269770000000000E-02,3.0986260000000000E-02,3.9827340000000000E-02
5.3400000000000000E-07,3.7199302948314600E-19,3.8835638185385900E-02,3.9282890000000000E-02,3.6851400000000000E-02,3.7721380000000000E-02,3.6769890000000000E-02,3.5590400000000000E-02,3.4064220000000000E-02,3.1606140000000000E-02,4.1826720000000000E-02
5.3500000000000000E-07,3.7129771540934600E-19,3.8788687146054800E-02,3.8296620000000000E-02,3.6705740000000000E-02,3.7619300000000000E-02,3.7592090000000000E-02,3.6461540000000000E-02,3.5860790000000000E-02,3.3542060000000000E-02,4.3727760000000000E-02
5.3600000000000000E-07,3.7060499579104500E-19,3.8508312688011900E-02,3.7149620000000000E-02,3.6949720000000000E-02,3.7302130000000000E-02,3.7570270000000000E-02,3.7417060000000000E-02,3.6966000000000000E-02,3.5506890000000000E-02,4.4204850000000000E-02
5.3700000000000000E-07,3.6991485613407800E-19,3.8191423654096200E-02,3.7149620000000000E-02,3.7350280000000000E-02,3.7407850000000000E-02,3.7355620000000000E-02,3.6248230000000000E-02,3.5791690000000000E-02,3.5308460000000000E-02,4.5636100000000000E-02
5.3800000000000000E-07,3.6922728205204500E-19,3.8086102501856000E-02,3.6992550000000000E-02,3.7295660000000000E-02,3.7455250000000000E-02,3.7377450000000000E-02,3.6481260000000000E-02,3.6220910000000000E-02,3.6014720000000000E-02,4.8993880000000000E-02
5.3900000000000000E-07,3.6854225926530600E-19,3.7878834265604700E-02,3.7562400000000000E-02,3.7175490000000000E-02,3.7036000000000000E-02,3.7235560000000000E-02,3.6116740000000000E-02,3.6618680000000000E-02,3.5842310000000000E-02,4.8797230000000000E-02
5.4000000000000000E-07,3.6785977360000000E-19,3.7569150327232400E-02,3.6798950000000000E-02,3.6327030000000000E-02,3.6726120000000000E-02,3.6333320000000000E-02,3.4123160000000000E-02,3.3969170000000000E-02,3.3512780000000000E-02,4.7948680000000000E-02
5.4100000000000000E-07,3.6717981098706100E-19,3.7335784857037500E-02,3.6784340000000000E-02,3.6043000000000000E-02,3.7221930000000000E-02,3.6041190000000000E-02,3.3966820000000000E-02,3.3873740000000000E-02,3.4389650000000000E-02,4.7635470000000000E-02
5.4200000000000000E-07,3.6650235746125500E-19,3.7201697210458500E-02,3.7113090000000000E-02,3.7747200000000000E-02,3.7765130000000000E-02,3.8196010000000000E-02,3.6288410000000000E-02,3.7828820000000000E-02,3.7767750000000000E-02,5.0672780000000000E-02
5.4300000000000000E-07,3.6582739916022100E-19,3.6977676015065200E-02,3.6467630000000000E-02,3.8322540000000000E-02,3.8002090000000000E-02,3.8130530000000000E-02,3.5808820000000000E-02,3.6911160000000000E-02,3.6874970000000000E-02,4.9059440000000000E-02
5.4400000000000000E-07,3.6515492232352900E-19,3.6869088415841600E-02,3.7040040000000000E-02,3.8289770000000000E-02,3.7972930000000000E-02,3.8436120000000000E-02,3.6299370000000000E-02,3.7123210000000000E-02,3.5767130000000000E-02,4.8859140000000000E-02
5.4500000000000000E-07,3.6448491329174300E-19,3.6666646622091900E-02,3.6417950000000000E-02,3.8482770000000000E-02,3.7870850000000000E-02,3.8592560000000000E-02,3.7110240000000000E-02,3.7752050000000000E-02,3.6650870000000000E-02,3.9302910000000000E-02
5.4600000000000000E-07,3.6381735850549400E-19,3.6452888753199300E-02,3.6590730000000000E-02,3.8085850000000000E-02,3.7622950000000000E-02,3.7861310000000000E-02,3.7804230000000000E-02,3.7316980000000000E-02,3.6799070000000000E-02,3.5806000000000000E-02
